,Season,Date,Time,Home,Away,Home_goals,Away_goals,Result,AvgCH,AvgCD,AvgCA
1488,2020/2021,2020-09-27,13:30:00,Hartberg,Sturm Graz,1,1,D,3.09,3.72,2.1
1489,2020/2021,2020-09-27,16:00:00,LASK,Wolfsberger AC,3,1,H,1.68,4.15,4.34
1490,2020/2021,2020-10-03,16:00:00,Admira,Ried,3,1,H,3.08,3.58,2.16
1491,2020/2021,2020-10-03,16:00:00,Tirol,Austria Vienna,0,2,A,2.95,3.56,2.24
1492,2020/2021,2020-10-03,16:00:00,Wolfsberger AC,St. Polten,2,4,A,1.75,3.91,4.15
1493,2020/2021,2020-10-04,13:30:00,Salzburg,Hartberg,7,1,H,1.05,13.57,27.06
1494,2020/2021,2020-10-04,13:30:00,Sturm Graz,Altach,4,0,H,1.91,3.71,3.7
1495,2020/2021,2020-10-04,16:00:00,SK Rapid,LASK,3,0,H,2.16,3.79,2.93
1496,2020/2021,2020-10-24,16:00:00,Altach,Admira,4,2,H,1.81,3.79,3.99
1497,2020/2021,2020-10-24,16:00:00,Austria Vienna,Salzburg,0,2,A,7.31,5.55,1.33
1498,2020/2021,2020-10-24,16:00:00,Ried,Sturm Graz,0,2,A,3.36,3.7,2.0
1499,2020/2021,2020-10-25,13:30:00,LASK,St. Polten,4,0,H,1.52,4.5,5.36
1500,2020/2021,2020-10-25,13:30:00,Tirol,Hartberg,1,1,D,2.11,3.86,2.97
1501,2020/2021,2020-10-25,16:00:00,Wolfsberger AC,SK Rapid,3,4,A,3.14,3.72,2.07
1502,2020/2021,2020-10-31,16:00:00,Hartberg,Austria Vienna,2,1,H,3.3,3.89,1.98
1503,2020/2021,2020-10-31,16:00:00,Salzburg,Tirol,5,0,H,1.1,9.86,19.11
1504,2020/2021,2020-10-31,16:00:00,St. Polten,Ried,4,0,H,1.88,3.98,3.54
1505,2020/2021,2020-11-01,13:30:00,Admira,Wolfsberger AC,1,3,A,3.34,3.68,2.02
1506,2020/2021,2020-11-01,13:30:00,SK Rapid,Altach,3,1,H,1.41,4.87,6.53
1507,2020/2021,2020-11-01,16:00:00,Sturm Graz,LASK,0,2,A,3.29,3.63,2.06
1508,2020/2021,2020-11-07,16:00:00,Altach,Austria Vienna,0,0,D,3.26,3.54,2.09
1509,2020/2021,2020-11-07,16:00:00,Ried,Hartberg,2,0,H,2.28,3.77,2.75
1510,2020/2021,2020-11-07,16:00:00,St. Polten,Tirol,0,1,A,2.18,3.77,2.91
1511,2020/2021,2020-11-08,13:30:00,LASK,Admira,4,0,H,1.18,7.13,13.07
1512,2020/2021,2020-11-08,16:00:00,SK Rapid,Salzburg,1,1,D,5.49,4.75,1.49
1513,2020/2021,2020-11-21,16:00:00,Altach,Wolfsberger AC,0,2,A,3.18,3.72,2.07
1514,2020/2021,2020-11-21,16:00:00,Hartberg,LASK,1,1,D,8.42,5.65,1.3
1515,2020/2021,2020-11-21,16:00:00,Salzburg,Sturm Graz,1,3,A,1.25,5.97,9.76
1516,2020/2021,2020-11-22,13:30:00,Austria Vienna,St. Polten,1,1,D,1.88,3.71,3.78
1517,2020/2021,2020-11-22,13:30:00,Tirol,Admira,3,0,H,1.69,3.97,4.51
1518,2020/2021,2020-11-22,16:00:00,Ried,SK Rapid,4,3,H,7.84,5.72,1.31
1519,2020/2021,2020-11-28,16:00:00,Admira,Hartberg,2,3,A,2.76,3.6,2.35
1520,2020/2021,2020-11-28,16:00:00,St. Polten,Salzburg,2,8,A,12.23,7.65,1.17
1521,2020/2021,2020-11-28,16:00:00,Sturm Graz,Tirol,1,0,H,1.79,3.78,4.12
1522,2020/2021,2020-11-29,13:30:00,LASK,Altach,3,0,H,1.24,6.25,10.42
1523,2020/2021,2020-11-29,13:30:00,Wolfsberger AC,Ried,1,1,D,1.63,4.22,4.64
1524,2020/2021,2020-11-29,16:00:00,SK Rapid,Austria Vienna,1,1,D,1.64,4.33,4.47
1525,2020/2021,2020-12-05,16:00:00,Admira,Salzburg,1,0,H,17.83,9.61,1.11
1526,2020/2021,2020-12-05,16:00:00,Altach,St. Polten,0,4,A,2.65,3.53,2.46
1527,2020/2021,2020-12-05,16:00:00,Austria Vienna,Sturm Graz,0,4,A,3.34,3.46,2.09
1528,2020/2021,2020-12-06,13:30:00,Hartberg,SK Rapid,1,3,A,5.68,4.94,1.45
1529,2020/2021,2020-12-06,13:30:00,Tirol,Wolfsberger AC,4,1,H,2.66,3.55,2.44
1530,2020/2021,2020-12-06,16:00:00,LASK,Ried,3,0,H,1.18,7.14,12.42
1531,2020/2021,2020-12-12,16:00:00,Ried,Altach,1,4,A,2.18,3.65,2.99
1532,2020/2021,2020-12-12,16:00:00,St. Polten,Hartberg,2,2,D,2.06,3.91,3.08
1533,2020/2021,2020-12-12,16:00:00,Sturm Graz,Admira,3,0,H,1.41,4.53,7.15
1534,2020/2021,2020-12-13,13:30:00,SK Rapid,Tirol,0,3,A,1.63,4.33,4.47
1535,2020/2021,2020-12-13,13:30:00,Wolfsberger AC,Austria Vienna,3,2,H,1.94,3.63,3.6
1536,2020/2021,2020-12-13,16:00:00,Salzburg,LASK,3,1,H,1.62,4.28,4.6
1537,2020/2021,2020-12-19,16:00:00,Admira,SK Rapid,0,1,A,6.23,4.88,1.43
1538,2020/2021,2020-12-19,16:00:00,Hartberg,Altach,1,0,H,2.1,3.76,3.09
1539,2020/2021,2020-12-19,16:00:00,Sturm Graz,St. Polten,3,0,H,1.52,4.47,5.47
1540,2020/2021,2020-12-20,13:30:00,Salzburg,Wolfsberger AC,2,3,A,1.23,6.69,9.7
1541,2020/2021,2020-12-20,13:30:00,Tirol,Ried,1,3,A,1.63,4.32,4.54
1542,2020/2021,2020-12-20,16:00:00,Austria Vienna,LASK,1,1,D,7.54,5.09,1.36
1543,2020/2021,2021-01-17,16:00:00,Wolfsberger AC,Sturm Graz,0,0,D,2.6,3.33,2.61
1544,2020/2021,2021-01-22,18:00:00,SK Rapid,Sturm Graz,4,1,H,2.03,3.56,3.44
1545,2020/2021,2021-01-23,16:00:00,Ried,Austria Vienna,0,1,A,2.7,3.56,2.42
1546,2020/2021,2021-01-23,16:00:00,St. Polten,Admira,2,2,D,1.9,3.6,3.84
1547,2020/2021,2021-01-23,16:00:00,Wolfsberger AC,Hartberg,0,0,D,1.57,4.2,5.15
1548,2020/2021,2021-01-24,13:30:00,Altach,Salzburg,0,2,A,14.56,8.09,1.15
1549,2020/2021,2021-01-24,16:00:00,LASK,Tirol,2,4,A,1.35,5.3,7.33
1550,2020/2021,2021-01-26,17:30:00,Admira,Austria Vienna,0,4,A,3.4,3.54,2.04
1551,2020/2021,2021-01-26,17:30:00,Sturm Graz,Hartberg,2,1,H,1.64,4.03,4.83
1552,2020/2021,2021-01-27,17:30:00,SK Rapid,St. Polten,2,1,H,1.36,5.24,7.2
1553,2020/2021,2021-01-27,17:30:00,Salzburg,Ried,3,0,H,1.11,9.31,18.32
1554,2020/2021,2021-01-27,17:30:00,Tirol,Altach,3,1,H,1.83,3.71,3.99
1555,2020/2021,2021-01-27,19:30:00,Wolfsberger AC,LASK,0,3,A,3.77,3.66,1.89
1556,2020/2021,2021-01-30,16:00:00,Altach,Sturm Graz,2,1,H,4.58,3.72,1.73
1557,2020/2021,2021-01-30,16:00:00,Hartberg,Salzburg,0,3,A,13.49,7.82,1.16
1558,2020/2021,2021-01-30,16:00:00,Ried,Admira,0,0,D,1.98,3.71,3.46
1559,2020/2021,2021-01-31,13:30:00,Austria Vienna,Tirol,2,2,D,2.56,3.47,2.58
1560,2020/2021,2021-01-31,13:30:00,St. Polten,Wolfsberger AC,0,2,A,4.02,4.01,1.76
1561,2020/2021,2021-01-31,16:00:00,LASK,SK Rapid,1,2,A,1.82,3.87,3.88
1562,2020/2021,2021-02-09,17:30:00,Sturm Graz,Ried,2,1,H,1.61,3.92,5.19
1563,2020/2021,2021-02-09,19:30:00,SK Rapid,Wolfsberger AC,1,0,H,1.76,3.89,4.12
1564,2020/2021,2021-02-10,17:30:00,Admira,Altach,3,1,H,2.7,3.25,2.56
1565,2020/2021,2021-02-10,17:30:00,St. Polten,LASK,1,3,A,8.92,5.73,1.28
1566,2020/2021,2021-02-10,19:30:00,Salzburg,Austria Vienna,3,1,H,1.18,7.22,12.7
1567,2020/2021,2021-02-13,16:00:00,Altach,SK Rapid,0,0,D,5.51,4.52,1.5
1568,2020/2021,2021-02-13,16:00:00,Tirol,Salzburg,2,4,A,8.54,6.11,1.27
1569,2020/2021,2021-02-13,16:00:00,Wolfsberger AC,Admira,2,1,H,1.67,3.8,4.89
1570,2020/2021,2021-02-14,13:30:00,Austria Vienna,Hartberg,0,1,A,2.06,3.58,3.32
1571,2020/2021,2021-02-14,13:30:00,Ried,St. Polten,1,1,D,2.28,3.67,2.81
1572,2020/2021,2021-02-14,16:00:00,LASK,Sturm Graz,2,0,H,1.58,4.23,5.09
1573,2020/2021,2021-02-20,16:00:00,Austria Vienna,Altach,5,1,H,1.79,3.78,4.05
1574,2020/2021,2021-02-20,16:00:00,Hartberg,Ried,1,1,D,2.37,3.54,2.75
1575,2020/2021,2021-02-20,16:00:00,Tirol,St. Polten,0,1,A,1.74,4.12,4.02
1576,2020/2021,2021-02-21,13:30:00,Admira,LASK,1,2,A,8.77,5.38,1.3
1577,2020/2021,2021-02-21,13:30:00,Sturm Graz,Wolfsberger AC,1,2,A,2.23,3.26,3.2
1578,2020/2021,2021-02-21,16:00:00,Salzburg,SK Rapid,4,2,H,1.51,4.61,5.29
1579,2020/2021,2021-02-23,17:30:00,Hartberg,Tirol,1,0,H,2.71,3.36,2.48
1580,2020/2021,2021-02-27,16:00:00,Admira,Tirol,1,1,D,3.23,3.53,2.1
1581,2020/2021,2021-02-27,16:00:00,LASK,Hartberg,1,2,A,1.34,5.19,7.64
1582,2020/2021,2021-02-27,16:00:00,SK Rapid,Ried,1,0,H,1.38,5.01,7.01
1583,2020/2021,2021-02-28,13:30:00,St. Polten,Austria Vienna,0,2,A,3.32,3.77,2.0
1584,2020/2021,2021-02-28,13:30:00,Wolfsberger AC,Altach,0,1,A,1.68,3.76,4.86
1585,2020/2021,2021-02-28,16:00:00,Sturm Graz,Salzburg,2,1,H,6.95,4.77,1.4
1586,2020/2021,2021-03-06,16:00:00,Altach,LASK,0,1,A,7.42,4.7,1.39
1587,2020/2021,2021-03-06,16:00:00,Hartberg,Admira,2,1,H,2.22,3.43,3.08
1588,2020/2021,2021-03-06,16:00:00,Tirol,Sturm Graz,1,1,D,2.99,3.47,2.25
1589,2020/2021,2021-03-07,13:30:00,Ried,Wolfsberger AC,0,4,A,4.11,3.72,1.81
1590,2020/2021,2021-03-07,13:30:00,Salzburg,St. Polten,4,1,H,1.07,11.62,24.86
1591,2020/2021,2021-03-07,16:00:00,Austria Vienna,SK Rapid,0,0,D,4.17,4.07,1.72
1592,2020/2021,2021-03-13,16:00:00,Salzburg,Admira,3,1,H,1.07,11.22,24.61
1593,2020/2021,2021-03-14,16:00:00,SK Rapid,Hartberg,4,0,H,1.42,4.78,6.48
1594,2020/2021,2021-03-14,16:00:00,Ried,LASK,0,3,A,7.37,4.87,1.38
1595,2020/2021,2021-03-14,16:00:00,St. Polten,Altach,0,1,A,2.42,3.41,2.77
1596,2020/2021,2021-03-14,16:00:00,Sturm Graz,Austria Vienna,2,1,H,2.01,3.44,3.57
1597,2020/2021,2021-03-14,16:00:00,Wolfsberger AC,Tirol,3,5,A,1.82,3.71,4.02
1598,2020/2021,2021-03-20,16:00:00,LASK,Salzburg,0,1,A,3.93,3.8,1.82
1599,2020/2021,2021-03-21,16:00:00,Admira,Sturm Graz,0,0,D,4.49,3.7,1.75
1600,2020/2021,2021-03-21,16:00:00,Altach,Ried,2,1,H,2.38,3.15,3.04
1601,2020/2021,2021-03-21,16:00:00,Austria Vienna,Wolfsberger AC,3,5,A,2.94,3.49,2.27
1602,2020/2021,2021-03-21,16:00:00,Hartberg,St. Polten,3,3,D,1.9,3.61,3.79
1603,2020/2021,2021-03-21,16:00:00,Tirol,SK Rapid,1,1,D,3.82,4.02,1.8
1604,2020/2021,2021-04-03,16:00:00,Austria Vienna,Altach,2,0,H,1.98,3.58,3.55
1605,2020/2021,2021-04-03,16:00:00,Ried,Hartberg,3,2,H,2.48,3.35,2.75
1606,2020/2021,2021-04-03,16:00:00,St. Polten,Admira,0,1,A,2.59,3.39,2.6
1607,2020/2021,2021-04-04,13:30:00,Tirol,LASK,2,0,H,5.27,4.56,1.52
1608,2020/2021,2021-04-04,13:30:00,Wolfsberger AC,SK Rapid,1,8,A,3.19,3.62,2.1
1609,2020/2021,2021-04-04,16:00:00,Salzburg,Sturm Graz,3,1,H,1.23,6.27,10.58
1610,2020/2021,2021-04-10,16:00:00,Admira,Ried,0,2,A,2.16,3.31,3.33
1611,2020/2021,2021-04-10,16:00:00,Altach,St. Polten,1,0,H,2.26,3.44,3.02
1612,2020/2021,2021-04-10,16:00:00,Hartberg,Austria Vienna,1,0,H,2.68,3.55,2.44
1613,2020/2021,2021-04-11,13:30:00,LASK,Wolfsberger AC,2,1,H,1.58,4.16,5.27
1614,2020/2021,2021-04-11,13:30:00,Sturm Graz,Tirol,3,2,H,1.98,3.57,3.58
1615,2020/2021,2021-04-11,16:00:00,SK Rapid,Salzburg,0,3,A,4.61,4.24,1.64
1616,2020/2021,2021-04-17,16:00:00,Admira,Hartberg,0,1,A,2.58,3.39,2.6
1617,2020/2021,2021-04-17,16:00:00,Ried,Altach,0,0,D,2.33,3.26,3.03
1618,2020/2021,2021-04-17,16:00:00,St. Polten,Austria Vienna,1,2,A,2.86,3.54,2.31
1619,2020/2021,2021-04-18,13:30:00,Salzburg,LASK,2,0,H,1.48,4.58,5.82
1620,2020/2021,2021-04-18,13:30:00,Wolfsberger AC,Tirol,2,0,H,1.95,3.77,3.5
1621,2020/2021,2021-04-18,16:00:00,SK Rapid,Sturm Graz,0,0,D,1.88,3.89,3.61
1622,2020/2021,2021-04-20,17:30:00,Altach,Admira,0,1,A,2.46,3.11,2.95
1623,2020/2021,2021-04-20,17:30:00,Hartberg,St. Polten,0,0,D,1.98,3.65,3.47
1624,2020/2021,2021-04-20,19:30:00,Austria Vienna,Ried,2,2,D,1.71,3.95,4.37
1625,2020/2021,2021-04-21,17:30:00,Sturm Graz,Wolfsberger AC,0,1,A,2.35,3.46,2.86
1626,2020/2021,2021-04-21,17:30:00,Tirol,Salzburg,3,2,H,10.66,6.76,1.21
1627,2020/2021,2021-04-21,19:30:00,LASK,SK Rapid,1,1,D,2.16,3.7,3.01
1628,2020/2021,2021-04-24,16:00:00,Admira,Austria Vienna,0,2,A,3.09,3.51,2.2
1629,2020/2021,2021-04-24,16:00:00,Altach,Hartberg,2,2,D,2.8,3.35,2.44
1630,2020/2021,2021-04-24,16:00:00,Ried,St. Polten,2,1,H,2.28,3.47,2.96
1631,2020/2021,2021-04-25,13:30:00,SK Rapid,Tirol,4,0,H,1.48,4.81,5.54
1632,2020/2021,2021-04-25,13:30:00,Wolfsberger AC,Salzburg,1,2,A,7.85,5.88,1.3
1633,2020/2021,2021-04-25,16:00:00,Sturm Graz,LASK,3,1,H,3.46,3.54,2.03
1634,2020/2021,2021-04-27,17:30:00,Austria Vienna,Admira,0,0,D,1.92,3.54,3.81
1635,2020/2021,2021-04-27,17:30:00,Hartberg,Altach,2,1,H,2.06,3.46,3.45
1636,2020/2021,2021-04-27,17:30:00,St. Polten,Ried,0,0,D,2.69,3.33,2.55
1637,2020/2021,2021-04-28,17:30:00,LASK,Sturm Graz,0,0,D,2.01,3.44,3.62
1638,2020/2021,2021-04-28,17:30:00,Salzburg,Wolfsberger AC,1,1,D,1.33,5.64,7.43
1639,2020/2021,2021-04-28,17:30:00,Tirol,SK Rapid,2,3,A,5.35,4.7,1.51
1640,2020/2021,2021-05-08,16:00:00,Admira,St. Polten,2,0,H,2.35,3.27,3.05
1641,2020/2021,2021-05-08,16:00:00,Altach,Austria Vienna,2,1,H,3.3,3.47,2.13
1642,2020/2021,2021-05-08,16:00:00,Hartberg,Ried,1,1,D,1.87,3.72,3.92
1643,2020/2021,2021-05-09,13:30:00,LASK,Tirol,3,3,D,1.38,5.02,7.37
1644,2020/2021,2021-05-09,13:30:00,Sturm Graz,Salzburg,1,3,A,7.71,5.35,1.34
1645,2020/2021,2021-05-09,16:00:00,SK Rapid,Wolfsberger AC,1,2,A,1.63,4.19,4.81
1646,2020/2021,2021-05-11,17:30:00,Ried,Admira,0,0,D,2.8,3.21,2.53
1647,2020/2021,2021-05-11,17:30:00,St. Polten,Altach,3,3,D,2.72,3.3,2.55
1648,2020/2021,2021-05-11,19:30:00,Austria Vienna,Hartberg,3,1,H,2.05,3.73,3.24
1649,2020/2021,2021-05-12,17:30:00,Tirol,Sturm Graz,2,3,A,3.04,3.59,2.19
1650,2020/2021,2021-05-12,17:30:00,Wolfsberger AC,LASK,0,4,A,3.64,3.85,1.89
1651,2020/2021,2021-05-12,19:30:00,Salzburg,SK Rapid,2,0,H,1.24,6.3,10.06
1652,2020/2021,2021-05-15,16:00:00,Altach,Ried,3,0,H,1.96,3.45,3.77
1653,2020/2021,2021-05-15,16:00:00,Austria Vienna,St. Polten,2,1,H,1.66,4.07,4.67
1654,2020/2021,2021-05-15,16:00:00,Hartberg,Admira,2,0,H,2.41,3.32,2.89
1655,2020/2021,2021-05-16,16:00:00,LASK,Salzburg,2,5,A,2.79,3.67,2.32
1656,2020/2021,2021-05-16,16:00:00,Sturm Graz,SK Rapid,4,1,H,3.02,3.67,2.18
1657,2020/2021,2021-05-16,16:00:00,Tirol,Wolfsberger AC,2,2,D,3.0,3.73,2.17
1658,2020/2021,2021-05-21,18:00:00,Admira,Altach,1,1,D,6.55,4.72,1.43
1659,2020/2021,2021-05-21,18:00:00,Ried,Austria Vienna,3,2,H,2.87,3.65,2.27
1660,2020/2021,2021-05-21,18:00:00,St. Polten,Hartberg,0,1,A,2.85,3.73,2.25
1661,2020/2021,2021-05-22,16:00:00,SK Rapid,LASK,3,0,H,2.39,3.78,2.65
1662,2020/2021,2021-05-22,16:00:00,Salzburg,Tirol,4,0,H,1.11,10.37,17.16
1663,2020/2021,2021-05-22,16:00:00,Wolfsberger AC,Sturm Graz,1,3,A,3.35,3.92,1.97
1664,2020/2021,2021-05-24,16:00:00,Hartberg,Austria Vienna,0,3,A,2.75,3.52,2.42
1665,2020/2021,2021-05-26,17:00:00,A. Klagenfurt,St. Polten,4,0,H,2.11,3.43,3.32
1666,2020/2021,2021-05-27,18:00:00,Austria Vienna,Wolfsberger AC,3,0,H,2.38,3.55,2.76
1667,2020/2021,2021-05-29,16:00:00,St. Polten,A. Klagenfurt,0,1,A,2.68,3.74,2.34
1668,2020/2021,2021-05-30,16:00:00,Wolfsberger AC,Austria Vienna,1,2,A,2.41,3.63,2.68
1669,2021/2022,2021-07-23,19:30:00,Sturm Graz,Salzburg,1,3,A,4.83,4.07,1.64
1670,2021/2022,2021-07-24,16:00:00,Altach,LASK,0,1,A,5.87,4.22,1.53
1671,2021/2022,2021-07-24,16:00:00,SK Rapid,Hartberg,0,2,A,1.36,5.2,7.5
1672,2021/2022,2021-07-24,16:00:00,Tirol,Admira,1,1,D,2.08,3.47,3.4
1673,2021/2022,2021-07-25,16:00:00,A. Klagenfurt,Wolfsberger AC,1,1,D,2.92,3.46,2.31
1674,2021/2022,2021-07-25,16:00:00,Ried,Austria Vienna,2,1,H,3.09,3.58,2.17
1675,2021/2022,2021-07-31,16:00:00,Admira,A. Klagenfurt,4,0,H,2.32,3.39,2.97
1676,2021/2022,2021-07-31,16:00:00,Hartberg,Altach,1,2,A,2.0,3.44,3.68
1677,2021/2022,2021-07-31,16:00:00,LASK,SK Rapid,1,1,D,2.06,3.65,3.29
1678,2021/2022,2021-08-01,16:00:00,Austria Vienna,Tirol,1,1,D,1.99,3.74,3.41
1679,2021/2022,2021-08-01,16:00:00,Salzburg,Ried,7,1,H,1.1,9.81,20.13
1680,2021/2022,2021-08-01,16:00:00,Wolfsberger AC,Sturm Graz,1,4,A,3.04,3.62,2.18
1681,2021/2022,2021-08-07,16:00:00,A. Klagenfurt,Hartberg,4,3,H,2.59,3.59,2.5
1682,2021/2022,2021-08-07,16:00:00,Ried,Admira,2,1,H,3.07,3.41,2.24
1683,2021/2022,2021-08-07,16:00:00,Sturm Graz,Altach,3,1,H,1.35,5.15,7.74
1684,2021/2022,2021-08-08,16:00:00,SK Rapid,Wolfsberger AC,3,0,H,1.64,4.18,4.72
1685,2021/2022,2021-08-08,16:00:00,Salzburg,Austria Vienna,1,0,H,1.13,8.77,17.14
1686,2021/2022,2021-08-08,16:00:00,Tirol,LASK,1,1,D,3.88,3.67,1.87
1687,2021/2022,2021-08-14,16:00:00,Admira,Salzburg,0,1,A,11.0,6.14,1.23
1688,2021/2022,2021-08-14,16:00:00,Hartberg,Ried,1,1,D,2.03,3.62,3.38
1689,2021/2022,2021-08-14,16:00:00,Wolfsberger AC,Tirol,2,2,D,1.84,3.95,3.75
1690,2021/2022,2021-08-15,16:00:00,Altach,SK Rapid,2,1,H,4.35,3.95,1.72
1691,2021/2022,2021-08-15,16:00:00,Austria Vienna,A. Klagenfurt,1,1,D,1.59,4.13,5.19
1692,2021/2022,2021-08-15,16:00:00,LASK,Sturm Graz,1,3,A,2.11,3.5,3.29
1693,2021/2022,2021-08-21,16:00:00,Salzburg,A. Klagenfurt,3,1,H,1.1,9.86,19.45
1694,2021/2022,2021-08-21,16:00:00,Tirol,Altach,0,0,D,1.88,3.89,3.65
1695,2021/2022,2021-08-21,16:00:00,Wolfsberger AC,Admira,3,0,H,1.93,3.59,3.78
1696,2021/2022,2021-08-22,16:00:00,LASK,Hartberg,1,1,D,1.52,4.55,5.44
1697,2021/2022,2021-08-22,16:00:00,SK Rapid,Ried,3,0,H,1.31,5.41,8.79
1698,2021/2022,2021-08-22,16:00:00,Sturm Graz,Austria Vienna,2,2,D,2.01,3.74,3.38
1699,2021/2022,2021-08-28,16:00:00,A. Klagenfurt,Tirol,2,1,H,2.58,3.68,2.48
1700,2021/2022,2021-08-28,16:00:00,Altach,Wolfsberger AC,1,2,A,3.31,3.53,2.09
1701,2021/2022,2021-08-28,16:00:00,Hartberg,Salzburg,0,1,A,9.17,6.01,1.27
1702,2021/2022,2021-08-29,16:00:00,Admira,Sturm Graz,1,1,D,4.9,3.76,1.69
1703,2021/2022,2021-08-29,16:00:00,Austria Vienna,SK Rapid,1,1,D,3.1,3.56,2.18
1704,2021/2022,2021-08-29,16:00:00,Ried,LASK,1,0,H,6.23,4.59,1.46
1705,2021/2022,2021-09-11,16:00:00,SK Rapid,Admira,1,2,A,1.41,4.72,6.99
1706,2021/2022,2021-09-11,16:00:00,Tirol,Salzburg,1,3,A,11.46,6.35,1.22
1707,2021/2022,2021-09-11,16:00:00,Wolfsberger AC,Hartberg,1,3,A,1.72,3.9,4.49
1708,2021/2022,2021-09-12,13:30:00,Altach,Ried,1,1,D,2.22,3.36,3.18
1709,2021/2022,2021-09-12,13:30:00,LASK,Austria Vienna,0,2,A,1.63,4.03,5.0
1710,2021/2022,2021-09-12,16:00:00,Sturm Graz,A. Klagenfurt,2,1,H,1.35,5.14,7.64
1711,2021/2022,2021-09-18,16:00:00,Admira,Hartberg,1,1,D,2.33,3.36,2.96
1712,2021/2022,2021-09-18,16:00:00,Austria Vienna,Altach,0,0,D,1.61,4.07,5.06
1713,2021/2022,2021-09-18,16:00:00,Ried,Wolfsberger AC,3,3,D,4.03,3.88,1.8
1714,2021/2022,2021-09-19,13:30:00,A. Klagenfurt,LASK,1,1,D,4.94,4.19,1.61
1715,2021/2022,2021-09-19,13:30:00,Sturm Graz,Tirol,5,0,H,1.45,4.72,6.22
1716,2021/2022,2021-09-19,16:00:00,Salzburg,SK Rapid,2,0,H,1.25,6.0,10.52
1717,2021/2022,2021-09-25,16:00:00,Altach,A. Klagenfurt,0,4,A,2.46,3.49,2.7
1718,2021/2022,2021-09-25,16:00:00,Tirol,Ried,4,2,H,1.93,3.81,3.54
1719,2021/2022,2021-09-25,16:00:00,Wolfsberger AC,Salzburg,0,2,A,7.49,5.2,1.35
1720,2021/2022,2021-09-26,13:30:00,Hartberg,Austria Vienna,3,4,A,2.77,3.46,2.41
1721,2021/2022,2021-09-26,13:30:00,LASK,Admira,3,1,H,1.42,4.67,6.94
1722,2021/2022,2021-09-26,16:00:00,SK Rapid,Sturm Graz,0,3,A,2.47,3.54,2.65
1723,2021/2022,2021-10-02,16:00:00,Admira,Altach,2,0,H,1.8,3.68,4.26
1724,2021/2022,2021-10-02,16:00:00,Ried,A. Klagenfurt,1,1,D,2.7,3.52,2.47
1725,2021/2022,2021-10-02,16:00:00,Wolfsberger AC,Austria Vienna,1,0,H,2.21,3.48,3.1
1726,2021/2022,2021-10-03,13:30:00,Hartberg,Sturm Graz,3,2,H,4.32,4.0,1.73
1727,2021/2022,2021-10-03,13:30:00,SK Rapid,Tirol,5,2,H,1.49,4.69,5.52
1728,2021/2022,2021-10-03,16:00:00,Salzburg,LASK,3,1,H,1.25,6.03,10.15
1729,2021/2022,2021-10-16,16:00:00,A. Klagenfurt,SK Rapid,1,1,D,3.99,3.93,1.78
1730,2021/2022,2021-10-16,16:00:00,Altach,Salzburg,1,1,D,13.69,7.11,1.18
1731,2021/2022,2021-10-16,16:00:00,Austria Vienna,Admira,2,2,D,2.11,3.3,3.47
1732,2021/2022,2021-10-17,13:30:00,LASK,Wolfsberger AC,0,1,A,1.86,3.74,3.83
1733,2021/2022,2021-10-17,13:30:00,Tirol,Hartberg,2,2,D,2.1,3.72,3.1
1734,2021/2022,2021-10-17,16:00:00,Sturm Graz,Ried,1,0,H,1.31,5.5,8.68
1735,2021/2022,2021-10-23,16:00:00,Admira,Tirol,0,1,A,2.27,3.36,3.05
1736,2021/2022,2021-10-23,16:00:00,Austria Vienna,Ried,4,1,H,1.56,4.14,5.49
1737,2021/2022,2021-10-23,16:00:00,Wolfsberger AC,A. Klagenfurt,2,1,H,1.61,4.12,4.93
1738,2021/2022,2021-10-24,13:30:00,Hartberg,SK Rapid,1,1,D,4.08,3.93,1.77
1739,2021/2022,2021-10-24,13:30:00,LASK,Altach,0,1,A,1.41,4.71,7.04
1740,2021/2022,2021-10-24,16:00:00,Salzburg,Sturm Graz,4,1,H,1.25,5.93,10.02
1741,2021/2022,2021-10-30,16:00:00,A. Klagenfurt,Admira,3,3,D,2.29,3.36,3.04
1742,2021/2022,2021-10-30,16:00:00,Altach,Hartberg,0,2,A,2.75,3.41,2.46
1743,2021/2022,2021-10-30,16:00:00,Ried,Salzburg,2,2,D,16.4,7.8,1.15
1744,2021/2022,2021-10-31,13:30:00,Sturm Graz,Wolfsberger AC,0,3,A,1.93,3.69,3.65
1745,2021/2022,2021-10-31,13:30:00,Tirol,Austria Vienna,1,1,D,3.03,3.69,2.17
1746,2021/2022,2021-10-31,16:00:00,SK Rapid,LASK,3,2,H,2.2,3.55,3.05
1747,2021/2022,2021-11-06,16:00:00,Admira,Ried,1,2,A,2.07,3.27,3.65
1748,2021/2022,2021-11-06,16:00:00,Austria Vienna,Salzburg,0,1,A,7.55,5.02,1.37
1749,2021/2022,2021-11-06,16:00:00,Hartberg,A. Klagenfurt,0,2,A,2.2,3.65,2.99
1750,2021/2022,2021-11-07,13:30:00,LASK,Tirol,3,0,H,1.63,4.19,4.7
1751,2021/2022,2021-11-07,16:00:00,Wolfsberger AC,SK Rapid,4,1,H,2.56,3.55,2.56
1752,2021/2022,2021-11-20,16:00:00,SK Rapid,Altach,1,0,H,1.36,4.97,7.92
1753,2021/2022,2021-11-20,16:00:00,Ried,Hartberg,1,0,H,2.65,3.34,2.59
